"pid","wave","item_id","value","answer_status","missing_code","source_mode","answered"
"P000006",2021,"EMP","retired","answered",,"web",1
"P000006",2021,"INC",,"not_applicable","not_applicable","web",0
"P000006",2021,"LSAT","6","answered",,"web",1
"P000006",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000007",2021,"EMP","education","answered",,"web",1
"P000007",2021,"INC",,"not_applicable","not_applicable","web",0
"P000007",2021,"LSAT","6","answered",,"web",1
"P000007",2021,"TRN","8","answered",,"web",1
"P000008",2021,"EMP","retired","answered",,"web",1
"P000008",2021,"INC",,"not_applicable","not_applicable","web",0
"P000008",2021,"LSAT","6","answered",,"web",1
"P000008",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000009",2021,"EMP","employed","answered",,"web",1
"P000009",2021,"INC","4330","answered",,"web",1
"P000009",2021,"LSAT","8","answered",,"web",1
"P000009",2021,"TRN","6","answered",,"web",1
"P000010",2021,"EMP","retired","answered",,"web",1
"P000010",2021,"INC",,"not_applicable","not_applicable","web",0
"P000010",2021,"LSAT","6","answered",,"web",1
"P000010",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000011",2021,"EMP","education","answered",,"web",1
"P000011",2021,"INC",,"not_applicable","not_applicable","web",0
"P000011",2021,"LSAT","6","answered",,"web",1
"P000011",2021,"TRN","9","answered",,"web",1
"P000012",2021,"EMP","employed","answered",,"web",1
"P000012",2021,"INC","2750","answered",,"web",1
"P000012",2021,"LSAT","7","answered",,"web",1
"P000012",2021,"TRN","2","answered",,"web",1
"P000013",2021,"EMP","not_in_labor_force","answered",,"web",1
"P000013",2021,"INC",,"not_applicable","not_applicable","web",0
"P000013",2021,"LSAT","6","answered",,"web",1
"P000013",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000014",2021,"EMP","unemployed","answered",,"phone",1
"P000014",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000014",2021,"LSAT","6","answered",,"phone",1
"P000014",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000015",2021,"EMP","retired","answered",,"paper",1
"P000015",2021,"INC",,"not_applicable","not_applicable","paper",0
"P000015",2021,"LSAT","6","answered",,"paper",1
"P000015",2021,"TRN",,"not_applicable","not_applicable","paper",0
"P000016",2021,"EMP","education","answered",,"phone",1
"P000016",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000016",2021,"LSAT","7","answered",,"phone",1
"P000016",2021,"TRN","6","answered",,"phone",1
"P000017",2021,"EMP","retired","answered",,"web",1
"P000017",2021,"INC",,"not_applicable","not_applicable","web",0
"P000017",2021,"LSAT","6","answered",,"web",1
"P000017",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000018",2021,"EMP","unemployed","answered",,"web",1
"P000018",2021,"INC",,"not_applicable","not_applicable","web",0
"P000018",2021,"LSAT","6","answered",,"web",1
"P000018",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000019",2021,"EMP","retired","answered",,"web",1
"P000019",2021,"INC",,"not_applicable","not_applicable","web",0
"P000019",2021,"LSAT","7","answered",,"web",1
"P000019",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000020",2021,"EMP","education","answered",,"web",1
"P000020",2021,"INC",,"not_applicable","not_applicable","web",0
"P000020",2021,"LSAT","7","answered",,"web",1
"P000020",2021,"TRN","7","answered",,"web",1
"P000021",2021,"EMP","retired","answered",,"web",1
"P000021",2021,"INC",,"not_applicable","not_applicable","web",0
"P000021",2021,"LSAT","7","answered",,"web",1
"P000021",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000022",2021,"EMP","employed","answered",,"web",1
"P000022",2021,"INC",,"no_answer","no_answer","web",0
"P000022",2021,"LSAT","7","answered",,"web",1
"P000022",2021,"TRN","3","answered",,"web",1
"P000023",2021,"EMP","employed","answered",,"web",1
"P000023",2021,"INC","1460","answered",,"web",1
"P000023",2021,"LSAT","6","answered",,"web",1
"P000023",2021,"TRN","7","answered",,"web",1
"P000024",2021,"EMP","unemployed","answered",,"web",1
"P000024",2021,"INC",,"not_applicable","not_applicable","web",0
"P000024",2021,"LSAT","5","answered",,"web",1
"P000024",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000025",2021,"EMP","unemployed","answered",,"web",1
"P000025",2021,"INC",,"not_applicable","not_applicable","web",0
"P000025",2021,"LSAT","6","answered",,"web",1
"P000025",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000026",2021,"EMP","retired","answered",,"phone",1
"P000026",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000026",2021,"LSAT","7","answered",,"phone",1
"P000026",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000027",2021,"EMP","employed","answered",,"web",1
"P000027",2021,"INC","2840","answered",,"web",1
"P000027",2021,"LSAT","7","answered",,"web",1
"P000027",2021,"TRN","8","answered",,"web",1
"P000028",2021,"EMP","employed","answered",,"web",1
"P000028",2021,"INC","2700","answered",,"web",1
"P000028",2021,"LSAT","6","answered",,"web",1
"P000028",2021,"TRN","8","answered",,"web",1
"P000029",2021,"EMP","employed","answered",,"web",1
"P000029",2021,"INC","3820","answered",,"web",1
"P000029",2021,"LSAT","7","answered",,"web",1
"P000029",2021,"TRN","5","answered",,"web",1
"P000030",2021,"EMP","unemployed","answered",,"phone",1
"P000030",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000030",2021,"LSAT","6","answered",,"phone",1
"P000030",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000031",2021,"EMP","retired","answered",,"web",1
"P000031",2021,"INC",,"not_applicable","not_applicable","web",0
"P000031",2021,"LSAT","6","answered",,"web",1
"P000031",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000032",2021,"EMP","unemployed","answered",,"paper",1
"P000032",2021,"INC",,"not_applicable","not_applicable","paper",0
"P000032",2021,"LSAT","6","answered",,"paper",1
"P000032",2021,"TRN",,"not_applicable","not_applicable","paper",0
"P000033",2021,"EMP","unemployed","answered",,"web",1
"P000033",2021,"INC",,"not_applicable","not_applicable","web",0
"P000033",2021,"LSAT","6","answered",,"web",1
"P000033",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000034",2021,"EMP","not_in_labor_force","answered",,"web",1
"P000034",2021,"INC",,"not_applicable","not_applicable","web",0
"P000034",2021,"LSAT","7","answered",,"web",1
"P000034",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000035",2021,"EMP","not_in_labor_force","answered",,"web",1
"P000035",2021,"INC",,"not_applicable","not_applicable","web",0
"P000035",2021,"LSAT","7","answered",,"web",1
"P000035",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000036",2021,"EMP","not_in_labor_force","answered",,"web",1
"P000036",2021,"INC",,"not_applicable","not_applicable","web",0
"P000036",2021,"LSAT","6","answered",,"web",1
"P000036",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000038",2021,"EMP","employed","answered",,"web",1
"P000038",2021,"INC","2760","answered",,"web",1
"P000038",2021,"LSAT",,"no_answer","no_answer","web",0
"P000038",2021,"TRN","13","answered",,"web",1
"P000039",2021,"EMP","employed","answered",,"web",1
"P000039",2021,"INC","1480","answered",,"web",1
"P000039",2021,"LSAT","7","answered",,"web",1
"P000039",2021,"TRN","3","answered",,"web",1
"P000041",2021,"EMP","retired","answered",,"phone",1
"P000041",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000041",2021,"LSAT","6","answered",,"phone",1
"P000041",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000042",2021,"EMP","not_in_labor_force","answered",,"web",1
"P000042",2021,"INC",,"not_applicable","not_applicable","web",0
"P000042",2021,"LSAT","6","answered",,"web",1
"P000042",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000043",2021,"EMP","education","answered",,"web",1
"P000043",2021,"INC",,"not_applicable","not_applicable","web",0
"P000043",2021,"LSAT","6","answered",,"web",1
"P000043",2021,"TRN","7","answered",,"web",1
"P000044",2021,"EMP","not_in_labor_force","answered",,"phone",1
"P000044",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000044",2021,"LSAT","6","answered",,"phone",1
"P000044",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000045",2021,"EMP","retired","answered",,"web",1
"P000045",2021,"INC",,"not_applicable","not_applicable","web",0
"P000045",2021,"LSAT","7","answered",,"web",1
"P000045",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000046",2021,"EMP","employed","answered",,"web",1
"P000046",2021,"INC","1340","answered",,"web",1
"P000046",2021,"LSAT","6","answered",,"web",1
"P000046",2021,"TRN","6","answered",,"web",1
"P000047",2021,"EMP","retired","answered",,"web",1
"P000047",2021,"INC",,"not_applicable","not_applicable","web",0
"P000047",2021,"LSAT","6","answered",,"web",1
"P000047",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000048",2021,"EMP","employed","answered",,"phone",1
"P000048",2021,"INC","1940","answered",,"phone",1
"P000048",2021,"LSAT",,"no_answer","no_answer","phone",0
"P000048",2021,"TRN","3","answered",,"phone",1
"P000049",2021,"EMP","not_in_labor_force","answered",,"web",1
"P000049",2021,"INC",,"not_applicable","not_applicable","web",0
"P000049",2021,"LSAT","7","answered",,"web",1
"P000049",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000050",2021,"EMP","retired","answered",,"paper",1
"P000050",2021,"INC",,"not_applicable","not_applicable","paper",0
"P000050",2021,"LSAT","6","answered",,"paper",1
"P000050",2021,"TRN",,"not_applicable","not_applicable","paper",0
"P000051",2021,"EMP","unemployed","answered",,"web",1
"P000051",2021,"INC",,"not_applicable","not_applicable","web",0
"P000051",2021,"LSAT",,"no_answer","no_answer","web",0
"P000051",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000052",2021,"EMP","employed","answered",,"web",1
"P000052",2021,"INC","1000","answered",,"web",1
"P000052",2021,"LSAT","6","answered",,"web",1
"P000052",2021,"TRN","5","answered",,"web",1
"P000053",2021,"EMP","employed","answered",,"phone",1
"P000053",2021,"INC","4150","answered",,"phone",1
"P000053",2021,"LSAT","7","answered",,"phone",1
"P000053",2021,"TRN","4","answered",,"phone",1
"P000054",2021,"EMP","employed","answered",,"web",1
"P000054",2021,"INC","1510","answered",,"web",1
"P000054",2021,"LSAT","7","answered",,"web",1
"P000054",2021,"TRN","8","answered",,"web",1
"P000055",2021,"EMP","employed","answered",,"web",1
"P000055",2021,"INC","2080","answered",,"web",1
"P000055",2021,"LSAT","7","answered",,"web",1
"P000055",2021,"TRN","6","answered",,"web",1
"P000056",2021,"EMP","employed","answered",,"phone",1
"P000056",2021,"INC","1310","answered",,"phone",1
"P000056",2021,"LSAT","6","answered",,"phone",1
"P000056",2021,"TRN",,"no_answer","no_answer","phone",0
"P000060",2021,"EMP","employed","answered",,"phone",1
"P000060",2021,"INC","840","answered",,"phone",1
"P000060",2021,"LSAT","6","answered",,"phone",1
"P000060",2021,"TRN","7","answered",,"phone",1
"P000061",2021,"EMP","not_in_labor_force","answered",,"web",1
"P000061",2021,"INC",,"not_applicable","not_applicable","web",0
"P000061",2021,"LSAT","6","answered",,"web",1
"P000061",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000063",2021,"EMP","education","answered",,"web",1
"P000063",2021,"INC",,"not_applicable","not_applicable","web",0
"P000063",2021,"LSAT","6","answered",,"web",1
"P000063",2021,"TRN","8","answered",,"web",1
"P000064",2021,"EMP","employed","answered",,"web",1
"P000064",2021,"INC","4030","answered",,"web",1
"P000064",2021,"LSAT","7","answered",,"web",1
"P000064",2021,"TRN","5","answered",,"web",1
"P000066",2021,"EMP","employed","answered",,"web",1
"P000066",2021,"INC","2360","answered",,"web",1
"P000066",2021,"LSAT","7","answered",,"web",1
"P000066",2021,"TRN","4","answered",,"web",1
"P000067",2021,"EMP","not_in_labor_force","answered",,"web",1
"P000067",2021,"INC",,"not_applicable","not_applicable","web",0
"P000067",2021,"LSAT","7","answered",,"web",1
"P000067",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000068",2021,"EMP","not_in_labor_force","answered",,"web",1
"P000068",2021,"INC",,"not_applicable","not_applicable","web",0
"P000068",2021,"LSAT","6","answered",,"web",1
"P000068",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000069",2021,"EMP","employed","answered",,"web",1
"P000069",2021,"INC","1020","answered",,"web",1
"P000069",2021,"LSAT","6","answered",,"web",1
"P000069",2021,"TRN","4","answered",,"web",1
"P000070",2021,"EMP","employed","answered",,"web",1
"P000070",2021,"INC","3070","answered",,"web",1
"P000070",2021,"LSAT","7","answered",,"web",1
"P000070",2021,"TRN","2","answered",,"web",1
"P000072",2021,"EMP","retired","answered",,"web",1
"P000072",2021,"INC",,"not_applicable","not_applicable","web",0
"P000072",2021,"LSAT","6","answered",,"web",1
"P000072",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000073",2021,"EMP","retired","answered",,"phone",1
"P000073",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000073",2021,"LSAT","7","answered",,"phone",1
"P000073",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000074",2021,"EMP","employed","answered",,"phone",1
"P000074",2021,"INC","2250","answered",,"phone",1
"P000074",2021,"LSAT","7","answered",,"phone",1
"P000074",2021,"TRN","2","answered",,"phone",1
"P000075",2021,"EMP","employed","answered",,"web",1
"P000075",2021,"INC","3230","answered",,"web",1
"P000075",2021,"LSAT","7","answered",,"web",1
"P000075",2021,"TRN","8","answered",,"web",1
"P000076",2021,"EMP","retired","answered",,"web",1
"P000076",2021,"INC",,"not_applicable","not_applicable","web",0
"P000076",2021,"LSAT","6","answered",,"web",1
"P000076",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000077",2021,"EMP","employed","answered",,"web",1
"P000077",2021,"INC","1970","answered",,"web",1
"P000077",2021,"LSAT","7","answered",,"web",1
"P000077",2021,"TRN","4","answered",,"web",1
"P000078",2021,"EMP","retired","answered",,"phone",1
"P000078",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000078",2021,"LSAT","6","answered",,"phone",1
"P000078",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000080",2021,"EMP","employed","answered",,"phone",1
"P000080",2021,"INC","2360","answered",,"phone",1
"P000080",2021,"LSAT","7","answered",,"phone",1
"P000080",2021,"TRN","4","answered",,"phone",1
"P000081",2021,"EMP","retired","answered",,"web",1
"P000081",2021,"INC",,"not_applicable","not_applicable","web",0
"P000081",2021,"LSAT","7","answered",,"web",1
"P000081",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000082",2021,"EMP","employed","answered",,"web",1
"P000082",2021,"INC","3230","answered",,"web",1
"P000082",2021,"LSAT","7","answered",,"web",1
"P000082",2021,"TRN","5","answered",,"web",1
"P000083",2021,"EMP","retired","answered",,"web",1
"P000083",2021,"INC",,"not_applicable","not_applicable","web",0
"P000083",2021,"LSAT","6","answered",,"web",1
"P000083",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000084",2021,"EMP","unemployed","answered",,"paper",1
"P000084",2021,"INC",,"not_applicable","not_applicable","paper",0
"P000084",2021,"LSAT","5","answered",,"paper",1
"P000084",2021,"TRN",,"not_applicable","not_applicable","paper",0
"P000086",2021,"EMP","employed","answered",,"web",1
"P000086",2021,"INC","2760","answered",,"web",1
"P000086",2021,"LSAT","7","answered",,"web",1
"P000086",2021,"TRN",,"no_answer","no_answer","web",0
"P000088",2021,"EMP","employed","answered",,"web",1
"P000088",2021,"INC","2720","answered",,"web",1
"P000088",2021,"LSAT",,"no_answer","no_answer","web",0
"P000088",2021,"TRN","6","answered",,"web",1
"P000089",2021,"EMP","retired","answered",,"web",1
"P000089",2021,"INC",,"not_applicable","not_applicable","web",0
"P000089",2021,"LSAT","6","answered",,"web",1
"P000089",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000090",2021,"EMP","unemployed","answered",,"web",1
"P000090",2021,"INC",,"not_applicable","not_applicable","web",0
"P000090",2021,"LSAT","6","answered",,"web",1
"P000090",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000093",2021,"EMP","retired","answered",,"web",1
"P000093",2021,"INC",,"not_applicable","not_applicable","web",0
"P000093",2021,"LSAT","7","answered",,"web",1
"P000093",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000094",2021,"EMP","retired","answered",,"web",1
"P000094",2021,"INC",,"not_applicable","not_applicable","web",0
"P000094",2021,"LSAT","7","answered",,"web",1
"P000094",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000095",2021,"EMP","employed","answered",,"phone",1
"P000095",2021,"INC","1190","answered",,"phone",1
"P000095",2021,"LSAT","6","answered",,"phone",1
"P000095",2021,"TRN","4","answered",,"phone",1
"P000097",2021,"EMP","unemployed","answered",,"phone",1
"P000097",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000097",2021,"LSAT","6","answered",,"phone",1
"P000097",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000098",2021,"EMP","employed","answered",,"web",1
"P000098",2021,"INC",,"no_answer","no_answer","web",0
"P000098",2021,"LSAT","7","answered",,"web",1
"P000098",2021,"TRN","3","answered",,"web",1
"P000099",2021,"EMP","unemployed","answered",,"web",1
"P000099",2021,"INC",,"not_applicable","not_applicable","web",0
"P000099",2021,"LSAT","6","answered",,"web",1
"P000099",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000100",2021,"EMP","employed","answered",,"paper",1
"P000100",2021,"INC","1840","answered",,"paper",1
"P000100",2021,"LSAT","7","answered",,"paper",1
"P000100",2021,"TRN","2","answered",,"paper",1
"P000101",2021,"EMP","not_in_labor_force","answered",,"phone",1
"P000101",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000101",2021,"LSAT","6","answered",,"phone",1
"P000101",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000102",2021,"EMP","retired","answered",,"paper",1
"P000102",2021,"INC",,"not_applicable","not_applicable","paper",0
"P000102",2021,"LSAT","6","answered",,"paper",1
"P000102",2021,"TRN",,"not_applicable","not_applicable","paper",0
"P000103",2021,"EMP","employed","answered",,"web",1
"P000103",2021,"INC","1240","answered",,"web",1
"P000103",2021,"LSAT","7","answered",,"web",1
"P000103",2021,"TRN","4","answered",,"web",1
"P000104",2021,"EMP","unemployed","answered",,"web",1
"P000104",2021,"INC",,"not_applicable","not_applicable","web",0
"P000104",2021,"LSAT","6","answered",,"web",1
"P000104",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000106",2021,"EMP","employed","answered",,"web",1
"P000106",2021,"INC","1850","answered",,"web",1
"P000106",2021,"LSAT","6","answered",,"web",1
"P000106",2021,"TRN","7","answered",,"web",1
"P000107",2021,"EMP","retired","answered",,"web",1
"P000107",2021,"INC",,"not_applicable","not_applicable","web",0
"P000107",2021,"LSAT","6","answered",,"web",1
"P000107",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000108",2021,"EMP","retired","answered",,"phone",1
"P000108",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000108",2021,"LSAT","7","answered",,"phone",1
"P000108",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000109",2021,"EMP","employed","answered",,"web",1
"P000109",2021,"INC","1920","answered",,"web",1
"P000109",2021,"LSAT",,"no_answer","no_answer","web",0
"P000109",2021,"TRN","3","answered",,"web",1
"P000110",2021,"EMP","employed","answered",,"paper",1
"P000110",2021,"INC","6450","answered",,"paper",1
"P000110",2021,"LSAT",,"no_answer","no_answer","paper",0
"P000110",2021,"TRN","6","answered",,"paper",1
"P000111",2021,"EMP","unemployed","answered",,"phone",1
"P000111",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000111",2021,"LSAT","5","answered",,"phone",1
"P000111",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000112",2021,"EMP","not_in_labor_force","answered",,"web",1
"P000112",2021,"INC",,"not_applicable","not_applicable","web",0
"P000112",2021,"LSAT","7","answered",,"web",1
"P000112",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000114",2021,"EMP","employed","answered",,"paper",1
"P000114",2021,"INC","3400","answered",,"paper",1
"P000114",2021,"LSAT","7","answered",,"paper",1
"P000114",2021,"TRN","12","answered",,"paper",1
"P000115",2021,"EMP","retired","answered",,"web",1
"P000115",2021,"INC",,"not_applicable","not_applicable","web",0
"P000115",2021,"LSAT","6","answered",,"web",1
"P000115",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000116",2021,"EMP","unemployed","answered",,"paper",1
"P000116",2021,"INC",,"not_applicable","not_applicable","paper",0
"P000116",2021,"LSAT","6","answered",,"paper",1
"P000116",2021,"TRN",,"not_applicable","not_applicable","paper",0
"P000117",2021,"EMP","employed","answered",,"phone",1
"P000117",2021,"INC","1420","answered",,"phone",1
"P000117",2021,"LSAT","7","answered",,"phone",1
"P000117",2021,"TRN","6","answered",,"phone",1
"P000118",2021,"EMP","employed","answered",,"web",1
"P000118",2021,"INC","1510","answered",,"web",1
"P000118",2021,"LSAT","7","answered",,"web",1
"P000118",2021,"TRN","4","answered",,"web",1
"P000119",2021,"EMP","unemployed","answered",,"web",1
"P000119",2021,"INC",,"not_applicable","not_applicable","web",0
"P000119",2021,"LSAT","6","answered",,"web",1
"P000119",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000120",2021,"EMP","unemployed","answered",,"paper",1
"P000120",2021,"INC",,"not_applicable","not_applicable","paper",0
"P000120",2021,"LSAT","6","answered",,"paper",1
"P000120",2021,"TRN",,"not_applicable","not_applicable","paper",0
"P000121",2021,"EMP","retired","answered",,"web",1
"P000121",2021,"INC",,"not_applicable","not_applicable","web",0
"P000121",2021,"LSAT","6","answered",,"web",1
"P000121",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000122",2021,"EMP","retired","answered",,"web",1
"P000122",2021,"INC",,"not_applicable","not_applicable","web",0
"P000122",2021,"LSAT","6","answered",,"web",1
"P000122",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000123",2021,"EMP","not_in_labor_force","answered",,"web",1
"P000123",2021,"INC",,"not_applicable","not_applicable","web",0
"P000123",2021,"LSAT","6","answered",,"web",1
"P000123",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000124",2021,"EMP","retired","answered",,"web",1
"P000124",2021,"INC",,"not_applicable","not_applicable","web",0
"P000124",2021,"LSAT","7","answered",,"web",1
"P000124",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000126",2021,"EMP","not_in_labor_force","answered",,"phone",1
"P000126",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000126",2021,"LSAT","6","answered",,"phone",1
"P000126",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000127",2021,"EMP","employed","answered",,"web",1
"P000127",2021,"INC","4180","answered",,"web",1
"P000127",2021,"LSAT",,"no_answer","no_answer","web",0
"P000127",2021,"TRN","5","answered",,"web",1
"P000128",2021,"EMP","unemployed","answered",,"web",1
"P000128",2021,"INC",,"not_applicable","not_applicable","web",0
"P000128",2021,"LSAT","6","answered",,"web",1
"P000128",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000130",2021,"EMP","retired","answered",,"web",1
"P000130",2021,"INC",,"not_applicable","not_applicable","web",0
"P000130",2021,"LSAT","7","answered",,"web",1
"P000130",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000131",2021,"EMP","employed","answered",,"phone",1
"P000131",2021,"INC","1410","answered",,"phone",1
"P000131",2021,"LSAT","7","answered",,"phone",1
"P000131",2021,"TRN","2","answered",,"phone",1
"P000132",2021,"EMP","unemployed","answered",,"web",1
"P000132",2021,"INC",,"not_applicable","not_applicable","web",0
"P000132",2021,"LSAT","5","answered",,"web",1
"P000132",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000133",2021,"EMP","education","answered",,"web",1
"P000133",2021,"INC",,"not_applicable","not_applicable","web",0
"P000133",2021,"LSAT",,"no_answer","no_answer","web",0
"P000133",2021,"TRN","9","answered",,"web",1
"P000134",2021,"EMP","not_in_labor_force","answered",,"phone",1
"P000134",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000134",2021,"LSAT","6","answered",,"phone",1
"P000134",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000135",2021,"EMP","education","answered",,"phone",1
"P000135",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000135",2021,"LSAT","6","answered",,"phone",1
"P000135",2021,"TRN","6","answered",,"phone",1
"P000136",2021,"EMP","employed","answered",,"web",1
"P000136",2021,"INC","2550","answered",,"web",1
"P000136",2021,"LSAT","7","answered",,"web",1
"P000136",2021,"TRN","5","answered",,"web",1
"P000137",2021,"EMP","employed","answered",,"paper",1
"P000137",2021,"INC","4080","answered",,"paper",1
"P000137",2021,"LSAT","7","answered",,"paper",1
"P000137",2021,"TRN","5","answered",,"paper",1
"P000138",2021,"EMP","employed","answered",,"web",1
"P000138",2021,"INC","4080","answered",,"web",1
"P000138",2021,"LSAT","7","answered",,"web",1
"P000138",2021,"TRN","5","answered",,"web",1
"P000139",2021,"EMP","employed","answered",,"web",1
"P000139",2021,"INC","2420","answered",,"web",1
"P000139",2021,"LSAT","7","answered",,"web",1
"P000139",2021,"TRN","6","answered",,"web",1
"P000140",2021,"EMP","employed","answered",,"phone",1
"P000140",2021,"INC","1690","answered",,"phone",1
"P000140",2021,"LSAT","7","answered",,"phone",1
"P000140",2021,"TRN","3","answered",,"phone",1
"P000141",2021,"EMP","education","answered",,"web",1
"P000141",2021,"INC",,"not_applicable","not_applicable","web",0
"P000141",2021,"LSAT","7","answered",,"web",1
"P000141",2021,"TRN","12","answered",,"web",1
"P000142",2021,"EMP","employed","answered",,"web",1
"P000142",2021,"INC","1900","answered",,"web",1
"P000142",2021,"LSAT","7","answered",,"web",1
"P000142",2021,"TRN","6","answered",,"web",1
"P000143",2021,"EMP","employed","answered",,"web",1
"P000143",2021,"INC","1170","answered",,"web",1
"P000143",2021,"LSAT","6","answered",,"web",1
"P000143",2021,"TRN","7","answered",,"web",1
"P000144",2021,"EMP","employed","answered",,"phone",1
"P000144",2021,"INC","3060","answered",,"phone",1
"P000144",2021,"LSAT","7","answered",,"phone",1
"P000144",2021,"TRN","7","answered",,"phone",1
"P000145",2021,"EMP","employed","answered",,"web",1
"P000145",2021,"INC","3080","answered",,"web",1
"P000145",2021,"LSAT","7","answered",,"web",1
"P000145",2021,"TRN","1","answered",,"web",1
"P000146",2021,"EMP","employed","answered",,"web",1
"P000146",2021,"INC","1050","answered",,"web",1
"P000146",2021,"LSAT","6","answered",,"web",1
"P000146",2021,"TRN","5","answered",,"web",1
"P000147",2021,"EMP","employed","answered",,"web",1
"P000147",2021,"INC","1980","answered",,"web",1
"P000147",2021,"LSAT","7","answered",,"web",1
"P000147",2021,"TRN","7","answered",,"web",1
"P000148",2021,"EMP","employed","answered",,"paper",1
"P000148",2021,"INC","1140","answered",,"paper",1
"P000148",2021,"LSAT","7","answered",,"paper",1
"P000148",2021,"TRN","5","answered",,"paper",1
"P000149",2021,"EMP","retired","answered",,"paper",1
"P000149",2021,"INC",,"not_applicable","not_applicable","paper",0
"P000149",2021,"LSAT","7","answered",,"paper",1
"P000149",2021,"TRN",,"not_applicable","not_applicable","paper",0
"P000150",2021,"EMP","retired","answered",,"web",1
"P000150",2021,"INC",,"not_applicable","not_applicable","web",0
"P000150",2021,"LSAT","6","answered",,"web",1
"P000150",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000151",2021,"EMP","retired","answered",,"phone",1
"P000151",2021,"INC",,"not_applicable","not_applicable","phone",0
"P000151",2021,"LSAT","6","answered",,"phone",1
"P000151",2021,"TRN",,"not_applicable","not_applicable","phone",0
"P000152",2021,"EMP","employed","answered",,"web",1
"P000152",2021,"INC","1740","answered",,"web",1
"P000152",2021,"LSAT","7","answered",,"web",1
"P000152",2021,"TRN","6","answered",,"web",1
"P000153",2021,"EMP","unemployed","answered",,"paper",1
"P000153",2021,"INC",,"not_applicable","not_applicable","paper",0
